@timestamp,docket_id,docket_rmc,truck_registration,docket_plant_code,docket_datetime_batch_utc,volume_delivered,docket_jobsite_description,detail_docket_consistence_class,detail_docket_consistence_class_min,detail_docket_consistence_class_max,detail_docket_consistence_target,detail_docket_consistence_lower_limit_composite,detail_docket_consistence_upper_limit_composite
2025-01-14 07:27:20.000,London-Concrete--41222442,London-Concrete,GN17VMG,BWL,2025-01-14T16:30:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 07:39:19.000,London-Concrete--41222647,London-Concrete,WU19HYJ,BWL,2025-01-14T07:38:33.089Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 08:09:21.000,London-Concrete--41222647,London-Concrete,WU19HYJ,BWL,2025-01-14T07:49:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 08:09:24.000,London-Concrete--41222721,London-Concrete,WU19HZV,BWL,2025-01-14T08:09:06.098Z,8,TROUBADOR THEATRE - WOOD WHARF,S4,160,210,0,150,220
2025-01-14 08:09:26.000,London-Concrete--41222647,London-Concrete,WU19HYJ,BWL,2025-01-14T07:38:33.089Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 08:11:18.000,London-Concrete--41222726,London-Concrete,RE67BVT,HNL,2025-01-14T08:10:45.704Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 08:25:19.000,London-Concrete--41222766,London-Concrete,WU64AUA,HNL,2025-01-14T08:25:07.563Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-14 08:25:20.000,London-Concrete--41222726,London-Concrete,RE67BVT,HNL,2025-01-14T08:13:00.000Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 08:26:19.000,London-Concrete--41222770,London-Concrete,WU64AUA,HNL,2025-01-14T08:26:10.674Z,6.5,30 FALKLAND ROAD-KENTISH TOWN,S3,100,150,0,90,160
2025-01-14 08:31:19.000,London-Concrete--41222784,London-Concrete,EK19VBC,BWL,2025-01-14T08:31:02.678Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 08:33:21.000,London-Concrete--41222790,London-Concrete,KT15AAZ,HNL,2025-01-14T08:33:11.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-14 08:43:18.000,London-Concrete--41222770,London-Concrete,WU64AUA,HNL,2025-01-14T08:28:00.000Z,6.5,30 FALKLAND ROAD-KENTISH TOWN,S3,100,150,0,90,160
2025-01-14 08:53:19.000,London-Concrete--41222784,London-Concrete,EK19VBC,BWL,2025-01-14T08:43:00.000Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 09:08:21.000,London-Concrete--41222790,London-Concrete,KT15AAZ,HNL,2025-01-14T08:39:00.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-14 09:11:19.000,London-Concrete--41222893,London-Concrete,EK19VBB,BWL,2025-01-14T09:11:01.804Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 09:13:18.000,London-Concrete--41222647,London-Concrete,WU19HYJ,BWL,2025-01-14T07:49:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 09:24:20.000,London-Concrete--41222893,London-Concrete,EK19VBB,BWL,2025-01-14T09:21:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 09:36:20.000,London-Concrete--41222972,London-Concrete,WU72CME,BWL,2025-01-14T09:36:13.533Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 09:46:20.000,London-Concrete--41223003,London-Concrete,WU64ATY,BWL,2025-01-14T09:45:23.827Z,7.5,WALTHAM FOREST TOWN HALL - E17,S4,160,210,0,150,220
2025-01-14 09:46:22.000,London-Concrete--41222972,London-Concrete,WU72CME,BWL,2025-01-14T09:47:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 09:47:20.000,London-Concrete--41222726,London-Concrete,RE67BVT,HNL,2025-01-14T08:13:00.000Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 09:47:22.000,London-Concrete--41222726,London-Concrete,RE67BVT,HNL,2025-01-14T08:13:00.000Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 09:50:20.000,London-Concrete--41223017,London-Concrete,KX16FOF,BWL,2025-01-14T09:49:30.596Z,7,ALDERMANBURY SQUARE - EC2,SF2,660,750,0,660,750
2025-01-14 10:02:19.000,London-Concrete--41223065,London-Concrete,RX18HLD,OCO,2025-01-14T10:02:09.613Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,600,550,650
2025-01-14 10:04:19.000,London-Concrete--41223075,London-Concrete,RX68YCV,OCO,2025-01-14T10:03:54.147Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 10:12:19.000,London-Concrete--41222770,London-Concrete,WU64AUA,HNL,2025-01-14T08:28:00.000Z,6.5,30 FALKLAND ROAD-KENTISH TOWN,S3,100,150,0,90,160
2025-01-14 10:16:20.000,London-Concrete--41223111,London-Concrete,RE67BVT,HNL,2025-01-14T10:16:01.612Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 10:23:19.000,London-Concrete--41222790,London-Concrete,KT15AAZ,HNL,2025-01-14T08:39:00.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-14 10:23:20.000,London-Concrete--41223133,London-Concrete,KT15AAZ,HNL,2025-01-14T10:22:47.498Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 10:24:20.000,London-Concrete--41223139,London-Concrete,KX16FOK,BWL,2025-01-14T10:24:18.337Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 10:25:19.000,London-Concrete--41223003,London-Concrete,WU64ATY,BWL,2025-01-14T09:56:00.000Z,7.5,WALTHAM FOREST TOWN HALL - E17,S4,160,210,0,150,220
2025-01-14 10:26:18.000,London-Concrete--41223065,London-Concrete,RX18HLD,OCO,2025-01-14T10:01:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,600,550,650
2025-01-14 10:26:20.000,London-Concrete--41223075,London-Concrete,RX68YCV,OCO,2025-01-14T10:10:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 10:37:19.000,London-Concrete--41223139,London-Concrete,KX16FOK,BWL,2025-01-14T10:35:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 10:37:21.000,London-Concrete--41223184,London-Concrete,GN17VMG,BWL,2025-01-14T10:36:55.559Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 10:40:19.000,London-Concrete--41223191,London-Concrete,WU64AUA,HNL,2025-01-14T10:39:52.902Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 10:40:20.000,London-Concrete--41223111,London-Concrete,RE67BVT,HNL,2025-01-14T10:17:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 10:49:20.000,London-Concrete--41223217,London-Concrete,RX68YCR,BWL,2025-01-14T10:48:27.922Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 10:49:21.000,London-Concrete--41223184,London-Concrete,GN17VMG,BWL,2025-01-14T10:47:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 10:58:19.000,London-Concrete--41223133,London-Concrete,KT15AAZ,HNL,2025-01-14T10:31:00.000Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 10:58:20.000,London-Concrete--41223191,London-Concrete,WU64AUA,HNL,2025-01-14T10:47:00.000Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 11:02:19.000,London-Concrete--41223217,London-Concrete,RX68YCR,BWL,2025-01-14T10:59:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 11:12:19.000,London-Concrete--41223295,London-Concrete,RX18HLD,OCO,2025-01-14T11:11:22.635Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 11:13:18.000,London-Concrete--41223300,London-Concrete,WU19HYJ,BWL,2025-01-14T11:12:59.104Z,5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 11:20:20.000,London-Concrete--41223318,London-Concrete,RX68YCV,OCO,2025-01-14T11:19:47.554Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 11:21:19.000,London-Concrete--41223295,London-Concrete,RX18HLD,OCO,2025-01-14T11:10:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 11:35:18.000,London-Concrete--41223133,London-Concrete,KT15AAZ,HNL,2025-01-14T10:31:00.000Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 11:44:18.000,London-Concrete--41223318,London-Concrete,RX68YCV,OCO,2025-01-14T11:18:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 12:05:18.000,London-Concrete--41223455,London-Concrete,EK19VBC,BWL,2025-01-14T12:04:26.431Z,5.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 12:05:20.000,London-Concrete--41223300,London-Concrete,WU19HYJ,BWL,2025-01-14T11:24:00.000Z,5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 12:14:20.000,London-Concrete--41223483,London-Concrete,WU19HZV,BWL,2025-01-14T12:13:30.419Z,7.5,WOOD WHARF - CANARY WHARF,S3,100,150,0,90,160
2025-01-14 12:14:22.000,London-Concrete--41223455,London-Concrete,EK19VBC,BWL,2025-01-14T12:15:00.000Z,5.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 12:17:19.000,London-Concrete--41223495,London-Concrete,KT15AAZ,HNL,2025-01-14T12:17:13.591Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 12:29:19.000,London-Concrete--41223111,London-Concrete,RE67BVT,HNL,2025-01-14T10:17:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 12:29:20.000,London-Concrete--41223111,London-Concrete,RE67BVT,HNL,2025-01-14T10:17:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 12:29:21.000,London-Concrete--41223111,London-Concrete,RE67BVT,HNL,2025-01-14T10:17:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 12:34:19.000,London-Concrete--41223540,London-Concrete,RX18HLD,OCO,2025-01-14T12:33:33.690Z,5.5,OLD OAK COMMON LANE - NORTH AC,F5,,,620,570,670
2025-01-14 12:35:19.000,London-Concrete--41223546,London-Concrete,WU64AUA,HNL,2025-01-14T12:35:11.351Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 12:41:18.000,London-Concrete--41223559,London-Concrete,RX68YCV,OCO,2025-01-14T12:40:37.325Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 12:43:19.000,London-Concrete--41223483,London-Concrete,WU19HZV,BWL,2025-01-14T12:24:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S3,100,150,0,90,160
2025-01-14 12:52:20.000,London-Concrete--41223559,London-Concrete,RX68YCV,OCO,2025-01-14T12:42:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 12:52:21.000,London-Concrete--41223540,London-Concrete,RX18HLD,OCO,2025-01-14T12:36:00.000Z,5.5,OLD OAK COMMON LANE - NORTH AC,F5,,,620,570,670
2025-01-14 13:02:18.000,London-Concrete--41223632,London-Concrete,EK19VBB,BWL,2025-01-14T13:02:10.758Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 13:02:21.000,London-Concrete--41223629,London-Concrete,RE67BVT,HNL,2025-01-14T13:01:42.867Z,4.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-14 13:02:22.000,London-Concrete--41223546,London-Concrete,WU64AUA,HNL,2025-01-14T12:36:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 13:15:20.000,London-Concrete--41223017,London-Concrete,KX16FOF,BWL,2025-01-14T09:46:00.000Z,7,ALDERMANBURY SQUARE - EC2,SF2,660,750,0,660,750
2025-01-14 13:15:21.000,London-Concrete--41223688,London-Concrete,WU72CME,BWL,2025-01-14T13:14:55.490Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 13:18:20.000,London-Concrete--41223697,London-Concrete,RX68YCV,OCO,2025-01-14T13:17:37.708Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 13:24:18.000,London-Concrete--41223688,London-Concrete,WU72CME,BWL,2025-01-14T13:11:00.000Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 13:33:19.000,London-Concrete--41223495,London-Concrete,KT15AAZ,HNL,2025-01-14T12:17:13.591Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 13:33:22.000,London-Concrete--41223495,London-Concrete,KT15AAZ,HNL,2025-01-14T12:17:13.591Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 13:33:22.000,London-Concrete--41223495,London-Concrete,KT15AAZ,HNL,2025-01-14T12:17:13.591Z,7.5,CHALTON STREET -CAMDEN,S3,100,150,0,90,160
2025-01-14 13:37:19.000,London-Concrete--41223697,London-Concrete,RX68YCV,OCO,2025-01-14T13:21:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 13:43:18.000,London-Concrete--41223768,London-Concrete,WU64ATY,BWL,2025-01-14T13:42:31.757Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-14 14:03:18.000,London-Concrete--41223768,London-Concrete,WU64ATY,BWL,2025-01-14T13:39:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-14 14:04:19.000,London-Concrete--41223830,London-Concrete,WU64ATY,BWL,2025-01-14T14:03:31.010Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:09:18.000,London-Concrete--41223849,London-Concrete,RX68YCV,OCO,2025-01-14T14:09:09.170Z,8,OLD OAK COMMON LANE - NORTH AC,F5,,,620,570,670
2025-01-14 14:15:19.000,London-Concrete--41223830,London-Concrete,WU64ATY,BWL,2025-01-14T14:01:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:15:21.000,London-Concrete--41223864,London-Concrete,WU72CME,BWL,2025-01-14T14:14:36.861Z,5.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-14 14:16:19.000,London-Concrete--41223632,London-Concrete,EK19VBB,BWL,2025-01-14T13:12:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-14 14:16:21.000,London-Concrete--41223869,London-Concrete,WU72CME,BWL,2025-01-14T14:15:44.665Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 14:16:24.000,London-Concrete--41223869,London-Concrete,WU72CME,BWL,2025-01-14T14:15:44.665Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 14:19:19.000,London-Concrete--41223849,London-Concrete,RX68YCV,OCO,2025-01-14T14:08:00.000Z,8,OLD OAK COMMON LANE - NORTH AC,F5,,,620,570,670
2025-01-14 14:23:19.000,London-Concrete--41223885,London-Concrete,KX16FOK,BWL,2025-01-14T14:22:24.898Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:24:19.000,London-Concrete--41223887,London-Concrete,RX18HLD,OCO,2025-01-14T14:23:28.028Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 14:28:21.000,London-Concrete--41223900,London-Concrete,WU19HYJ,BWL,2025-01-14T14:27:59.110Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:29:20.000,London-Concrete--41223885,London-Concrete,KX16FOK,BWL,2025-01-14T14:19:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:32:21.000,London-Concrete--41223887,London-Concrete,RX18HLD,OCO,2025-01-14T14:22:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 14:35:19.000,London-Concrete--41223900,London-Concrete,WU19HYJ,BWL,2025-01-14T14:24:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:35:21.000,London-Concrete--41223913,London-Concrete,KX16FOF,BWL,2025-01-14T14:34:30.359Z,6.5,CHOBHAM FARM- E15,S3,100,150,0,90,160
2025-01-14 14:44:19.000,London-Concrete--41223940,London-Concrete,RX68YCV,OCO,2025-01-14T14:44:16.152Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 14:45:18.000,London-Concrete--41223629,London-Concrete,RE67BVT,HNL,2025-01-14T13:02:00.000Z,4.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-14 14:49:19.000,London-Concrete--41223954,London-Concrete,KT15AAZ,HNL,2025-01-14T14:48:46.759Z,7.5,ST ANN'S ROAD - N15,S4,160,210,0,150,220
2025-01-14 14:53:18.000,London-Concrete--41223961,London-Concrete,RX68YCR,BWL,2025-01-14T14:52:40.571Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 14:53:19.000,London-Concrete--41223913,London-Concrete,KX16FOF,BWL,2025-01-14T14:31:00.000Z,6.5,CHOBHAM FARM- E15,S3,100,150,0,90,160
2025-01-14 14:55:18.000,London-Concrete--41223629,London-Concrete,RE67BVT,HNL,2025-01-14T13:02:00.000Z,4.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-14 14:55:20.000,London-Concrete--41223629,London-Concrete,RE67BVT,HNL,2025-01-14T13:02:00.000Z,4.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-14 14:55:21.000,London-Concrete--41223629,London-Concrete,RE67BVT,HNL,2025-01-14T13:02:00.000Z,4.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-14 14:57:18.000,London-Concrete--41223629,London-Concrete,RE67BVT,HNL,2025-01-14T13:02:00.000Z,4.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-14 14:58:18.000,London-Concrete--41223940,London-Concrete,RX68YCV,OCO,2025-01-14T14:46:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 14:58:19.000,London-Concrete--41223940,London-Concrete,RX68YCV,OCO,2025-01-14T14:44:16.152Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 15:04:18.000,London-Concrete--41223983,London-Concrete,EK19VBC,BWL,2025-01-14T15:04:07.486Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 15:05:18.000,London-Concrete--41223961,London-Concrete,RX68YCR,BWL,2025-01-14T14:49:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 15:05:19.000,London-Concrete--41223986,London-Concrete,WU19HZV,BWL,2025-01-14T15:05:15.485Z,5.5,ALDERMANBURY SQUARE - EC2,F5,,,620,570,670
2025-01-14 15:07:20.000,London-Concrete--41223987,London-Concrete,RX18HLD,OCO,2025-01-14T15:06:32.455Z,4,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,600,550,650
2025-01-14 15:15:19.000,London-Concrete--41223983,London-Concrete,EK19VBC,BWL,2025-01-14T15:00:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 15:15:20.000,London-Concrete--41224006,London-Concrete,GN17VMG,BWL,2025-01-14T15:14:22.360Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 15:16:18.000,London-Concrete--41223986,London-Concrete,WU19HZV,BWL,2025-01-14T15:04:00.000Z,5.5,ALDERMANBURY SQUARE - EC2,F5,,,620,570,670
2025-01-14 15:18:18.000,London-Concrete--41223869,London-Concrete,WU72CME,BWL,2025-01-14T14:15:44.665Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 15:18:19.000,London-Concrete--41223869,London-Concrete,WU72CME,BWL,2025-01-14T14:15:44.665Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 15:18:20.000,London-Concrete--41223954,London-Concrete,KT15AAZ,HNL,2025-01-14T15:00:00.000Z,7.5,ST ANN'S ROAD - N15,S4,160,210,0,150,220
2025-01-14 15:19:19.000,London-Concrete--41223869,London-Concrete,WU72CME,BWL,2025-01-14T14:15:44.665Z,7.5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-14 15:20:19.000,London-Concrete--41223987,London-Concrete,RX18HLD,OCO,2025-01-14T15:05:00.000Z,4,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,600,550,650
2025-01-14 15:44:18.000,London-Concrete--41223546,London-Concrete,WU64AUA,HNL,2025-01-14T12:36:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-14 15:45:20.000,London-Concrete--41224064,London-Concrete,EK19VBB,BWL,2025-01-14T15:45:11.007Z,5,MONIER ROAD - E3,S3,100,150,0,90,160
2025-01-14 15:46:19.000,London-Concrete--41224006,London-Concrete,GN17VMG,BWL,2025-01-14T15:11:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 15:53:20.000,London-Concrete--41223940,London-Concrete,RX68YCV,OCO,2025-01-14T14:46:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 15:57:19.000,London-Concrete--41224079,London-Concrete,RX68YCV,OCO,2025-01-14T15:57:04.397Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 16:03:18.000,London-Concrete--41224064,London-Concrete,EK19VBB,BWL,2025-01-14T15:46:00.000Z,5,MONIER ROAD - E3,S3,100,150,0,90,160
2025-01-14 16:12:19.000,London-Concrete--41224096,London-Concrete,WU64ATY,BWL,2025-01-14T16:11:19.594Z,4,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-14 16:23:19.000,London-Concrete--41224103,London-Concrete,KX16FOK,BWL,2025-01-14T16:23:11.393Z,7.5,ADVENT WAY - N18,F5,,,620,570,670
2025-01-14 16:23:20.000,London-Concrete--41224079,London-Concrete,RX68YCV,OCO,2025-01-14T15:59:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 16:25:19.000,London-Concrete--41224096,London-Concrete,WU64ATY,BWL,2025-01-14T16:07:00.000Z,4,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-14 16:28:21.000,London-Concrete--41224105,London-Concrete,RX68YCV,OCO,2025-01-14T16:28:19.146Z,4,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 16:30:19.000,London-Concrete--41224106,London-Concrete,RX18HLD,OCO,2025-01-14T16:29:44.939Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,S5,220,300,0,210,300
2025-01-14 16:42:22.000,London-Concrete--41224105,London-Concrete,RX68YCV,OCO,2025-01-14T16:27:00.000Z,4,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 16:42:22.000,London-Concrete--41224106,London-Concrete,RX18HLD,OCO,2025-01-14T16:33:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,S5,220,300,0,210,300
2025-01-14 16:45:19.000,London-Concrete--41224114,London-Concrete,KX16FOF,BWL,2025-01-14T16:45:14.091Z,4.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-14 16:47:19.000,London-Concrete--41224103,London-Concrete,KX16FOK,BWL,2025-01-14T16:19:00.000Z,7.5,ADVENT WAY - N18,F5,,,620,570,670
2025-01-14 16:49:19.000,London-Concrete--41224117,London-Concrete,RX68YCV,OCO,2025-01-14T16:48:53.309Z,3,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-14 17:39:22.000,London-Concrete--41224127,London-Concrete,WU19HYJ,BWL,2025-01-14T17:38:47.184Z,3.5,ADVENT WAY - N18,F5,,,620,570,670
2025-01-15 07:14:21.000,London-Concrete--41224250,London-Concrete,WU64AUA,HNL,2025-01-15T07:13:57.234Z,8,ADVENT WAY - N18,S2,50,90,0,40,100
2025-01-15 07:15:19.000,London-Concrete--41224252,London-Concrete,WU64AUA,HNL,2025-01-15T07:14:28.562Z,6,ADVENT WAY - N18,S2,50,90,0,40,100
2025-01-15 07:17:19.000,London-Concrete--41224261,London-Concrete,KT15AAZ,HNL,2025-01-15T07:17:16.135Z,7.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-15 07:46:19.000,London-Concrete--41224261,London-Concrete,KT15AAZ,HNL,2025-01-15T07:21:00.000Z,7.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-15 07:46:20.000,London-Concrete--41224252,London-Concrete,WU64AUA,HNL,2025-01-15T07:15:00.000Z,6,ADVENT WAY - N18,S2,50,90,0,40,100
2025-01-15 08:12:18.000,London-Concrete--41224437,London-Concrete,WU19HYJ,BWL,2025-01-15T08:11:58.659Z,5,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-15 09:07:20.000,London-Concrete--41224573,London-Concrete,WU64AUA,HNL,2025-01-15T09:06:47.636Z,7.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-15 09:17:19.000,London-Concrete--41224117,London-Concrete,RX68YCV,OCO,2025-01-15T16:47:00.000Z,3,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,620,570,670
2025-01-15 09:22:20.000,London-Concrete--41224619,London-Concrete,RX18HLD,OCO,2025-01-15T09:21:59.444Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,S5,220,300,0,210,300
2025-01-15 09:22:23.000,London-Concrete--41224621,London-Concrete,KT15AAZ,HNL,2025-01-15T09:22:18.282Z,7.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-15 09:23:20.000,London-Concrete--41224573,London-Concrete,WU64AUA,HNL,2025-01-15T09:07:00.000Z,7.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-15 09:48:18.000,London-Concrete--41224621,London-Concrete,KT15AAZ,HNL,2025-01-15T09:23:00.000Z,7.5,ADVENT WAY - N18,S4,160,210,0,150,220
2025-01-15 10:15:20.000,London-Concrete--41224776,London-Concrete,RX68YCV,OCO,2025-01-15T10:14:48.145Z,6,NORTH SECURITY WALL - OOC,SF1,,,500,450,550
