@timestamp,docket_id,docket_rmc,truck_registration,docket_plant_code,docket_datetime_batch_utc,volume_delivered,docket_jobsite_description,detail_docket_consistence_class,detail_docket_consistence_class_min,detail_docket_consistence_class_max,detail_docket_consistence_target,detail_docket_consistence_lower_limit_composite,detail_docket_consistence_upper_limit_composite
2025-01-24 15:26:19.000,London-Concrete--41235858,London-Concrete,WU72CME,BWL,2025-01-24T15:26:14.689Z,7.5,TROUBADOR THEATRE - WOOD WHARF,S4,160,210,0,150,220
2025-01-24 15:28:19.000,London-Concrete--41235848,London-Concrete,EK19VBC,BWL,2025-01-24T15:05:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-24 15:32:19.000,London-Concrete--41235861,London-Concrete,WU19HYJ,BWL,2025-01-24T15:31:27.583Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-24 15:33:18.000,London-Concrete--41235858,London-Concrete,WU72CME,BWL,2025-01-24T15:22:00.000Z,7.5,TROUBADOR THEATRE - WOOD WHARF,S4,160,210,0,150,220
2025-01-24 15:41:18.000,London-Concrete--41235775,London-Concrete,WX71VLA,BWL,2025-01-24T13:57:00.000Z,7,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-24 15:58:19.000,London-Concrete--41235861,London-Concrete,WU19HYJ,BWL,2025-01-24T15:28:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-24 15:58:23.000,London-Concrete--41235875,London-Concrete,EK19VBB,BWL,2025-01-24T15:57:30.420Z,2,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-24 16:02:19.000,London-Concrete--41235877,London-Concrete,RX18HLD,OCO,2025-01-24T16:01:30.413Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-24 16:15:21.000,London-Concrete--41235877,London-Concrete,RX18HLD,OCO,2025-01-24T16:00:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-24 16:15:23.000,London-Concrete--41235877,London-Concrete,RX18HLD,OCO,2025-01-24T16:01:30.413Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-24 16:16:19.000,London-Concrete--41235883,London-Concrete,WU64ATY,BWL,2025-01-24T16:16:16.641Z,5,MONIER ROAD - E3,S3,100,150,0,90,160
2025-01-24 16:17:21.000,London-Concrete--41235884,London-Concrete,KX16FOF,BWL,2025-01-24T16:17:11.209Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-24 16:17:23.000,London-Concrete--41235875,London-Concrete,EK19VBB,BWL,2025-01-24T15:54:00.000Z,2,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-24 16:28:21.000,London-Concrete--41235877,London-Concrete,RX18HLD,OCO,2025-01-24T16:00:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-25 07:13:20.000,London-Concrete--41235884,London-Concrete,KX16FOF,BWL,2025-01-25T16:20:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-25 07:13:22.000,London-Concrete--41235883,London-Concrete,WU64ATY,BWL,2025-01-25T16:17:00.000Z,5,MONIER ROAD - E3,S3,100,150,0,90,160
2025-01-25 07:25:20.000,London-Concrete--41235948,London-Concrete,RE67BVT,HNL,2025-01-25T07:24:26.577Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-25 08:11:18.000,London-Concrete--41235973,London-Concrete,KX16FOF,BWL,2025-01-25T08:10:48.801Z,7,33 CANADA SQUARE - CANARY WHARF,F5,560,620,0,550,630
2025-01-25 08:19:19.000,London-Concrete--41235976,London-Concrete,RE67BVT,HNL,2025-01-25T08:18:30.458Z,8,ADVENT WAY - N18,S2,50,90,0,40,100
2025-01-25 08:19:20.000,London-Concrete--41235948,London-Concrete,RE67BVT,HNL,2025-01-25T07:25:00.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-25 08:50:18.000,London-Concrete--41235973,London-Concrete,KX16FOF,BWL,2025-01-25T08:11:00.000Z,7,33 CANADA SQUARE - CANARY WHARF,F5,560,620,0,550,630
2025-01-25 09:14:19.000,London-Concrete--41236002,London-Concrete,KX16FOF,BWL,2025-01-25T09:13:30.416Z,3.5,33 CANADA SQUARE - CANARY WHARF,F5,560,620,0,550,630
2025-01-25 09:37:23.000,London-Concrete--41236015,London-Concrete,RV69HCC,BWL,2025-01-25T09:36:24.317Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-25 09:38:19.000,London-Concrete--41236002,London-Concrete,KX16FOF,BWL,2025-01-25T09:09:00.000Z,3.5,33 CANADA SQUARE - CANARY WHARF,F5,560,620,0,550,630
2025-01-25 09:47:18.000,London-Concrete--41236015,London-Concrete,RV69HCC,BWL,2025-01-25T09:32:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-25 10:01:19.000,London-Concrete--41236025,London-Concrete,KX16FOF,BWL,2025-01-25T10:01:14.076Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-25 10:45:21.000,London-Concrete--41236042,London-Concrete,RV69HCC,BWL,2025-01-25T10:44:33.460Z,7,"1 NORTH QUAY, ASPEN WAY",S3,100,150,0,90,160
2025-01-25 10:46:19.000,London-Concrete--41236025,London-Concrete,KX16FOF,BWL,2025-01-25T09:57:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S4,160,210,0,150,220
2025-01-25 10:56:24.000,London-Concrete--41236042,London-Concrete,RV69HCC,BWL,2025-01-25T10:41:00.000Z,7,"1 NORTH QUAY, ASPEN WAY",S3,100,150,0,90,160
2025-01-27 07:21:19.000,London-Concrete--41235976,London-Concrete,RE67BVT,HNL,2025-01-27T08:19:00.000Z,8,ADVENT WAY - N18,S2,50,90,0,40,100
2025-01-27 08:00:19.000,London-Concrete--41236175,London-Concrete,WU64ATY,BWL,2025-01-27T07:59:31.067Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 08:40:21.000,London-Concrete--41236251,London-Concrete,KX16FOF,BWL,2025-01-27T08:39:36.829Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 08:40:22.000,London-Concrete--41234494,London-Concrete,WU64ATY,BWL,2025-01-27T14:00:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 09:05:19.000,London-Concrete--41236175,London-Concrete,WU64ATY,BWL,2025-01-27T07:56:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 09:11:19.000,London-Concrete--41236300,London-Concrete,RE67BVT,HNL,2025-01-27T09:11:05.861Z,5,CHALTON STREET -CAMDEN,S1,10,40,0,0,50
2025-01-27 09:12:19.000,London-Concrete--41236251,London-Concrete,KX16FOF,BWL,2025-01-27T08:50:00.000Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 09:12:20.000,London-Concrete--41236303,London-Concrete,KX16FOK,BWL,2025-01-27T09:11:30.492Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 09:16:19.000,London-Concrete--41236312,London-Concrete,WN66YBU,BWL,2025-01-27T09:15:41.341Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 09:25:19.000,London-Concrete--41236300,London-Concrete,RE67BVT,HNL,2025-01-27T09:11:05.861Z,5,CHALTON STREET -CAMDEN,S1,10,40,0,0,50
2025-01-27 09:26:18.000,London-Concrete--41236300,London-Concrete,RE67BVT,HNL,2025-01-27T09:12:00.000Z,5,CHALTON STREET -CAMDEN,S1,10,40,0,0,50
2025-01-27 09:45:19.000,London-Concrete--41236370,London-Concrete,RX68YCR,BWL,2025-01-27T09:44:18.454Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 10:02:19.000,London-Concrete--41236370,London-Concrete,RX68YCR,BWL,2025-01-27T09:40:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 10:02:20.000,London-Concrete--41236407,London-Concrete,WU19HYJ,BWL,2025-01-27T10:02:04.535Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 10:26:18.000,London-Concrete--41236407,London-Concrete,WU19HYJ,BWL,2025-01-27T10:03:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 10:26:20.000,London-Concrete--41236446,London-Concrete,WU19HZV,BWL,2025-01-27T10:25:52.439Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 10:46:19.000,London-Concrete--41236300,London-Concrete,RE67BVT,HNL,2025-01-27T09:12:00.000Z,5,CHALTON STREET -CAMDEN,S1,10,40,0,0,50
2025-01-27 10:50:18.000,London-Concrete--41236446,London-Concrete,WU19HZV,BWL,2025-01-27T10:22:00.000Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 10:55:19.000,London-Concrete--41236500,London-Concrete,WX71VLA,BWL,2025-01-27T10:55:08.499Z,4,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-27 11:09:19.000,London-Concrete--41236500,London-Concrete,WX71VLA,BWL,2025-01-27T10:51:00.000Z,4,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-27 11:09:20.000,London-Concrete--41236500,London-Concrete,WX71VLA,BWL,2025-01-27T10:55:08.499Z,4,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-27 11:09:22.000,London-Concrete--41236532,London-Concrete,RV69HCC,BWL,2025-01-27T11:08:57.592Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:20:19.000,London-Concrete--41236500,London-Concrete,WX71VLA,BWL,2025-01-27T10:51:00.000Z,4,WALTHAM FOREST TOWN HALL - E17,S3,100,150,0,90,160
2025-01-27 11:27:20.000,London-Concrete--41236312,London-Concrete,WN66YBU,BWL,2025-01-27T09:15:41.341Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:33:19.000,London-Concrete--41236581,London-Concrete,WU18FLE,BWL,2025-01-27T11:33:03.995Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:34:21.000,London-Concrete--41236370,London-Concrete,RX68YCR,BWL,2025-01-27T09:40:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:34:22.000,London-Concrete--41236532,London-Concrete,RV69HCC,BWL,2025-01-27T11:05:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:50:20.000,London-Concrete--41236303,London-Concrete,KX16FOK,BWL,2025-01-27T09:22:00.000Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 11:50:21.000,London-Concrete--41236611,London-Concrete,EK19VBC,BWL,2025-01-27T11:49:36.942Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:50:21.000,London-Concrete--41236312,London-Concrete,WN66YBU,BWL,2025-01-27T09:27:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 11:55:19.000,London-Concrete--41236619,London-Concrete,EK19VBB,BWL,2025-01-27T11:55:03.556Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 12:04:18.000,London-Concrete--41236581,London-Concrete,WU18FLE,BWL,2025-01-27T11:29:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 12:14:19.000,London-Concrete--41236619,London-Concrete,EK19VBB,BWL,2025-01-27T12:05:00.000Z,6,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 12:14:20.000,London-Concrete--41236611,London-Concrete,EK19VBC,BWL,2025-01-27T11:59:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 12:14:21.000,London-Concrete--41236661,London-Concrete,GN17VMG,BWL,2025-01-27T12:13:56.226Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 12:21:22.000,London-Concrete--41236532,London-Concrete,RV69HCC,BWL,2025-01-27T11:05:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 12:25:24.000,London-Concrete--41236661,London-Concrete,GN17VMG,BWL,2025-01-27T12:24:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 12:32:19.000,London-Concrete--41236695,London-Concrete,WU64ATY,BWL,2025-01-27T12:31:24.137Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 12:37:19.000,London-Concrete--41236708,London-Concrete,KX16FOF,BWL,2025-01-27T12:36:45.794Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 12:46:19.000,London-Concrete--41236581,London-Concrete,WU18FLE,BWL,2025-01-27T11:29:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 12:46:23.000,London-Concrete--41236581,London-Concrete,WU18FLE,BWL,2025-01-27T11:29:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 12:54:18.000,London-Concrete--41236581,London-Concrete,WU18FLE,BWL,2025-01-27T11:29:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 12:56:18.000,London-Concrete--41236744,London-Concrete,RX18HLD,OCO,2025-01-27T12:55:57.923Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,600,550,650
2025-01-27 12:58:18.000,London-Concrete--41236748,London-Concrete,KX16FOK,BWL,2025-01-27T12:57:53.635Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 12:58:19.000,London-Concrete--41236708,London-Concrete,KX16FOF,BWL,2025-01-27T12:48:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 12:58:21.000,London-Concrete--41236661,London-Concrete,GN17VMG,BWL,2025-01-27T12:24:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 12:58:22.000,London-Concrete--41236695,London-Concrete,WU64ATY,BWL,2025-01-27T12:42:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 13:23:18.000,London-Concrete--41236748,London-Concrete,KX16FOK,BWL,2025-01-27T13:09:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 13:28:19.000,London-Concrete--41236819,London-Concrete,WX71VLA,BWL,2025-01-27T13:27:52.743Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 13:49:20.000,London-Concrete--41236854,London-Concrete,WN66YBU,BWL,2025-01-27T13:48:52.168Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 13:50:19.000,London-Concrete--41236855,London-Concrete,RX68YCR,BWL,2025-01-27T13:49:36.181Z,4,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 14:04:19.000,London-Concrete--41236854,London-Concrete,WN66YBU,BWL,2025-01-27T13:45:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 14:04:20.000,London-Concrete--41236883,London-Concrete,WU19HYJ,BWL,2025-01-27T14:03:36.887Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-27 14:04:22.000,London-Concrete--41236855,London-Concrete,RX68YCR,BWL,2025-01-27T13:51:00.000Z,4,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-27 14:05:18.000,London-Concrete--41236819,London-Concrete,WX71VLA,BWL,2025-01-27T13:39:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 14:24:19.000,London-Concrete--41236912,London-Concrete,WU19HZV,BWL,2025-01-27T14:23:29.271Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 14:52:19.000,London-Concrete--41236947,London-Concrete,KT15AAZ,HNL,2025-01-27T14:52:17.841Z,5,2 CHESTER ROAD - ARCHWAY,S3,100,150,0,90,160
2025-01-27 15:12:19.000,London-Concrete--41236969,London-Concrete,RV69HCC,BWL,2025-01-27T15:12:13.371Z,6.5,ALDERMANBURY SQUARE - EC2,F5,,,620,570,670
2025-01-27 15:13:18.000,London-Concrete--41236912,London-Concrete,WU19HZV,BWL,2025-01-27T14:33:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 15:25:18.000,London-Concrete--41236969,London-Concrete,RV69HCC,BWL,2025-01-27T15:22:00.000Z,6.5,ALDERMANBURY SQUARE - EC2,F5,,,620,570,670
2025-01-27 15:25:20.000,London-Concrete--41236977,London-Concrete,GN17VMG,BWL,2025-01-27T15:24:36.663Z,2,"1 NORTH QUAY, ASPEN WAY",F5,,,600,550,650
2025-01-27 15:29:19.000,London-Concrete--41236981,London-Concrete,EK19VBB,BWL,2025-01-27T15:28:46.384Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 15:51:19.000,London-Concrete--41236992,London-Concrete,WU18FLE,BWL,2025-01-27T15:50:58.238Z,7.5,"1 NORTH QUAY, ASPEN WAY",S3,100,150,0,90,160
2025-01-27 15:51:20.000,London-Concrete--41236977,London-Concrete,GN17VMG,BWL,2025-01-27T15:35:00.000Z,2,"1 NORTH QUAY, ASPEN WAY",F5,,,600,550,650
2025-01-27 15:51:21.000,London-Concrete--41236981,London-Concrete,EK19VBB,BWL,2025-01-27T15:39:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 16:40:19.000,London-Concrete--41236981,London-Concrete,EK19VBB,BWL,2025-01-27T15:39:00.000Z,7.5,WOOD WHARF - CANARY WHARF,S4,160,210,0,150,220
2025-01-27 17:02:21.000,London-Concrete--41236992,London-Concrete,WU18FLE,BWL,2025-01-27T15:50:58.238Z,7.5,"1 NORTH QUAY, ASPEN WAY",S3,100,150,0,90,160
2025-01-27 17:02:23.000,London-Concrete--41237025,London-Concrete,WU64ATY,BWL,2025-01-27T17:02:03.082Z,6.5,"1 NORTH QUAY, ASPEN WAY",S3,100,150,0,90,160
2025-01-27 17:02:26.000,London-Concrete--41236992,London-Concrete,WU18FLE,BWL,2025-01-27T16:01:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",S3,100,150,0,90,160
2025-01-28 07:01:24.000,London-Concrete--41236744,London-Concrete,RX18HLD,OCO,2025-01-28T12:54:00.000Z,8,WP17 OLD OAK COMMON LANE - NORTH ACTON,F5,,,600,550,650
2025-01-28 07:15:19.000,London-Concrete--41236947,London-Concrete,KT15AAZ,HNL,2025-01-28T14:54:00.000Z,5,2 CHESTER ROAD - ARCHWAY,S3,100,150,0,90,160
2025-01-28 07:20:19.000,London-Concrete--41237126,London-Concrete,WU72CME,BWL,2025-01-28T07:20:04.769Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 07:21:19.000,London-Concrete--41237128,London-Concrete,RX18HLD,OCO,2025-01-28T07:20:28.003Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 07:24:19.000,London-Concrete--41236300,London-Concrete,RE67BVT,HNL,2025-01-27T09:12:00.000Z,5,CHALTON STREET -CAMDEN,S1,10,40,0,0,50
2025-01-28 07:24:19.000,London-Concrete--41237139,London-Concrete,RE67BVT,HNL,2025-01-28T07:23:40.905Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 07:35:19.000,London-Concrete--41237128,London-Concrete,RX18HLD,OCO,2025-01-28T07:24:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 07:57:18.000,London-Concrete--41237236,London-Concrete,WU64AUA,HNL,2025-01-28T07:56:45.707Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 07:57:20.000,London-Concrete--41237139,London-Concrete,RE67BVT,HNL,2025-01-28T07:25:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 08:00:19.000,London-Concrete--41237241,London-Concrete,RX18HLD,OCO,2025-01-28T08:00:05.684Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 08:03:18.000,London-Concrete--41237126,London-Concrete,WU72CME,BWL,2025-01-28T07:31:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 08:03:21.000,London-Concrete--41237247,London-Concrete,WU64ATY,BWL,2025-01-28T08:03:00.079Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 08:16:18.000,London-Concrete--41237279,London-Concrete,KT15AAZ,HNL,2025-01-28T08:16:02.343Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-28 08:16:20.000,London-Concrete--41237236,London-Concrete,WU64AUA,HNL,2025-01-28T07:58:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 08:24:18.000,London-Concrete--41237241,London-Concrete,RX18HLD,OCO,2025-01-28T08:10:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 08:39:18.000,London-Concrete--41237247,London-Concrete,WU64ATY,BWL,2025-01-28T08:13:00.000Z,7.5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 08:40:19.000,London-Concrete--41237346,London-Concrete,RX18HLD,OCO,2025-01-28T08:40:05.238Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 08:40:20.000,London-Concrete--41237279,London-Concrete,KT15AAZ,HNL,2025-01-28T08:17:00.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-28 08:48:18.000,London-Concrete--41237279,London-Concrete,KT15AAZ,HNL,2025-01-28T08:17:00.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-28 09:03:19.000,London-Concrete--41237346,London-Concrete,RX18HLD,OCO,2025-01-28T08:52:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 09:07:19.000,London-Concrete--41237409,London-Concrete,KX16FOF,BWL,2025-01-28T09:07:00.193Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 09:28:20.000,London-Concrete--41237462,London-Concrete,RX18HLD,OCO,2025-01-28T09:28:09.935Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 09:33:19.000,London-Concrete--41237409,London-Concrete,KX16FOF,BWL,2025-01-28T09:17:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 09:49:18.000,London-Concrete--41237462,London-Concrete,RX18HLD,OCO,2025-01-28T09:40:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 10:01:21.000,London-Concrete--41237544,London-Concrete,KX16FOK,BWL,2025-01-28T10:00:34.938Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 10:01:23.000,London-Concrete--41237545,London-Concrete,RE67BVT,HNL,2025-01-28T10:00:53.616Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 10:16:18.000,London-Concrete--41237577,London-Concrete,RX18HLD,OCO,2025-01-28T10:15:31.699Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 10:27:18.000,London-Concrete--41237606,London-Concrete,GN17VMG,BWL,2025-01-28T10:26:44.324Z,7,EXCHANGE SQUARE - BROADGATE,SF2,660,750,0,660,750
2025-01-28 10:27:20.000,London-Concrete--41236883,London-Concrete,WU19HYJ,BWL,2025-01-28T13:59:00.000Z,7.5,ALDERMANBURY SQUARE - EC2,S4,160,210,0,150,220
2025-01-28 10:36:18.000,London-Concrete--41237545,London-Concrete,RE67BVT,HNL,2025-01-28T10:02:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 10:36:20.000,London-Concrete--41237279,London-Concrete,KT15AAZ,HNL,2025-01-28T08:17:00.000Z,7.5,ST ANN'S ROAD - N15,S1,10,40,0,0,50
2025-01-28 10:36:21.000,London-Concrete--41237633,London-Concrete,KT15AAZ,HNL,2025-01-28T10:35:35.208Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 10:38:18.000,London-Concrete--41237577,London-Concrete,RX18HLD,OCO,2025-01-28T10:28:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 10:42:19.000,London-Concrete--41237544,London-Concrete,KX16FOK,BWL,2025-01-28T10:11:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 10:42:20.000,London-Concrete--41237654,London-Concrete,WN66YBU,BWL,2025-01-28T10:41:33.509Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 11:08:22.000,London-Concrete--41237733,London-Concrete,RX18HLD,OCO,2025-01-28T11:08:06.040Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 11:09:19.000,London-Concrete--41237735,London-Concrete,RX68YCR,BWL,2025-01-28T11:09:05.245Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 11:10:19.000,London-Concrete--41237606,London-Concrete,GN17VMG,BWL,2025-01-28T10:23:00.000Z,7,EXCHANGE SQUARE - BROADGATE,SF2,660,750,0,660,750
2025-01-28 11:23:20.000,London-Concrete--41237764,London-Concrete,WN66YBU,BWL,2025-01-28T11:22:54.657Z,7,EXCHANGE SQUARE - BROADGATE,SF2,660,750,0,660,750
2025-01-28 11:27:19.000,London-Concrete--41237774,London-Concrete,WU64AUA,HNL,2025-01-28T11:26:35.762Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 11:27:22.000,London-Concrete--41237633,London-Concrete,KT15AAZ,HNL,2025-01-28T10:36:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 11:38:20.000,London-Concrete--41237733,London-Concrete,RX18HLD,OCO,2025-01-28T11:23:00.000Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 11:42:19.000,London-Concrete--41237654,London-Concrete,WN66YBU,BWL,2025-01-28T11:03:00.000Z,5,"1 NORTH QUAY, ASPEN WAY",F5,,,620,570,670
2025-01-28 11:49:19.000,London-Concrete--41237633,London-Concrete,KT15AAZ,HNL,2025-01-28T10:36:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
2025-01-28 11:56:19.000,London-Concrete--41237857,London-Concrete,RX18HLD,OCO,2025-01-28T11:55:37.346Z,8,OLD OAK COMMON LANE - NORTH ACTON,F6,,,640,590,690
2025-01-28 12:08:19.000,London-Concrete--41237774,London-Concrete,WU64AUA,HNL,2025-01-28T11:28:00.000Z,7.5,ADVENT WAY - N18,S3,100,150,0,90,160
